#Planet: 1.1620 Mjup, 1.1380 Rjup, 0.031 au 
#Star: 0.846 Msun, 0.328 Lsun 
#Spectrum: 24170 ergs/s/cm2, hd189733, [0.620,91.165] nm
#HD189733b w/ 10xZ_solar H,He,C,N,O,Ne,MgII,SiII,Ca. Actual HD189733 spectrum.
r,r/Rp,v,T,rho
8326926106.6,1.023,2.12563e-01,1.27740e+03,2.86838e-11
8329367680.9,1.024,4.26449e-01,2.43832e+03,1.42880e-11
8331809255.3,1.024,5.89916e-01,3.28000e+03,1.03225e-11
8334250829.6,1.024,7.31081e-01,3.97172e+03,8.32442e-12
8336692404.0,1.025,8.57983e-01,4.57863e+03,7.08899e-12
8339133978.4,1.025,9.65629e-01,5.06447e+03,6.29503e-12
8341575552.7,1.025,1.02817e+00,5.31588e+03,5.90868e-12
8344017127.1,1.026,1.05189e+00,5.35477e+03,5.77205e-12
8346458701.4,1.026,1.06854e+00,5.36548e+03,5.67875e-12
8348900275.8,1.026,1.08530e+00,5.36632e+03,5.58783e-12
8351341850.1,1.026,1.10218e+00,5.37580e+03,5.49902e-12
8353783424.5,1.027,1.11940e+00,5.37664e+03,5.41128e-12
8356224998.8,1.027,1.13675e+00,5.38605e+03,5.32556e-12
8358666573.2,1.027,1.15444e+00,5.38690e+03,5.24086e-12
8361108147.5,1.028,1.17228e+00,5.39625e+03,5.15811e-12
8363549721.9,1.028,1.19047e+00,5.39712e+03,5.07634e-12
8365991296.2,1.028,1.20880e+00,5.40641e+03,4.99645e-12
8368432870.6,1.029,1.22749e+00,5.40730e+03,4.91749e-12
8370874444.9,1.029,1.24632e+00,5.41652e+03,4.84035e-12
8373316019.3,1.029,1.26553e+00,5.41744e+03,4.76410e-12
8375757593.6,1.029,1.28489e+00,5.42660e+03,4.68960e-12
8378199168.0,1.030,1.30463e+00,5.42754e+03,4.61595e-12
8380640742.3,1.030,1.32451e+00,5.43663e+03,4.54401e-12
8383082316.7,1.030,1.34480e+00,5.43760e+03,4.47287e-12
8385523891.0,1.031,1.36522e+00,5.44664e+03,4.40337e-12
8387965465.4,1.031,1.38606e+00,5.44764e+03,4.33464e-12
8390407039.7,1.031,1.40705e+00,5.45661e+03,4.26750e-12
8392848614.1,1.032,1.42846e+00,5.45765e+03,4.20109e-12
8395290188.4,1.032,1.45002e+00,5.46656e+03,4.13622e-12
8397731762.8,1.032,1.47201e+00,5.46763e+03,4.07206e-12
8400173337.1,1.032,1.49416e+00,5.47647e+03,4.00937e-12
8402614911.5,1.033,1.51675e+00,5.47758e+03,3.94736e-12
8405056485.8,1.033,1.53949e+00,5.48637e+03,3.88678e-12
8407498060.2,1.033,1.56270e+00,5.48752e+03,3.82684e-12
8409939634.5,1.034,1.58606e+00,5.49624e+03,3.76829e-12
8412381208.9,1.034,1.60989e+00,5.49743e+03,3.71036e-12
8414822783.2,1.034,1.63388e+00,5.50608e+03,3.65376e-12
8417264357.6,1.035,1.65835e+00,5.50733e+03,3.59775e-12
8419705932.0,1.035,1.68299e+00,5.51591e+03,3.54303e-12
8422147506.3,1.035,1.70812e+00,5.51720e+03,3.48888e-12
8424589080.7,1.035,1.73341e+00,5.52573e+03,3.43597e-12
8427030655.0,1.036,1.75922e+00,5.52707e+03,3.38362e-12
8429472229.4,1.036,1.78519e+00,5.53552e+03,3.33246e-12
8431913803.7,1.036,1.81168e+00,5.53692e+03,3.28182e-12
8434355378.1,1.037,1.83834e+00,5.54531e+03,3.23235e-12
8436796952.4,1.037,1.86554e+00,5.54675e+03,3.18338e-12
8439238526.8,1.037,1.89292e+00,5.55508e+03,3.13553e-12
8441680101.1,1.038,1.92084e+00,5.55658e+03,3.08817e-12
8444121675.5,1.038,1.94894e+00,5.56483e+03,3.04188e-12
8446563249.8,1.038,1.97760e+00,5.56640e+03,2.99607e-12
8449004824.2,1.038,2.00644e+00,5.57458e+03,2.95129e-12
8451446398.5,1.039,2.03585e+00,5.57620e+03,2.90697e-12
8453887972.9,1.039,2.06546e+00,5.58432e+03,2.86365e-12
8456329547.2,1.039,2.09565e+00,5.58600e+03,2.82077e-12
8458771121.6,1.040,2.12603e+00,5.59405e+03,2.77885e-12
8461212695.9,1.040,2.15701e+00,5.59580e+03,2.73736e-12
8463654270.3,1.040,2.18819e+00,5.60377e+03,2.69680e-12
8466095844.6,1.041,2.21998e+00,5.60558e+03,2.65665e-12
8468537419.0,1.041,2.25197e+00,5.61349e+03,2.61739e-12
8470978993.3,1.041,2.28459e+00,5.61537e+03,2.57853e-12
8473420567.7,1.041,2.31742e+00,5.62320e+03,2.54054e-12
8475862142.0,1.042,2.35089e+00,5.62514e+03,2.50293e-12
8478303716.4,1.042,2.38457e+00,5.63290e+03,2.46616e-12
8480745290.7,1.042,2.41891e+00,5.63492e+03,2.42975e-12
8483186865.1,1.043,2.45346e+00,5.64260e+03,2.39416e-12
8485628439.4,1.043,2.48868e+00,5.64469e+03,2.35891e-12
8488070013.8,1.043,2.52413e+00,5.65230e+03,2.32445e-12
8490511588.1,1.044,2.56026e+00,5.65446e+03,2.29033e-12
8492953162.5,1.044,2.59662e+00,5.66199e+03,2.25696e-12
8495394736.8,1.044,2.63367e+00,5.66422e+03,2.22392e-12
8497836311.2,1.045,2.67097e+00,5.67169e+03,2.19161e-12
8500277885.6,1.045,2.70897e+00,5.67399e+03,2.15962e-12
8502719459.9,1.045,2.74722e+00,5.68138e+03,2.12833e-12
8505161034.3,1.045,2.78620e+00,5.68375e+03,2.09736e-12
8507602608.6,1.046,2.82542e+00,5.69106e+03,2.06705e-12
8510044183.0,1.046,2.86539e+00,5.69352e+03,2.03705e-12
8512485757.3,1.046,2.90561e+00,5.70075e+03,2.00770e-12
8514927331.7,1.047,2.94659e+00,5.70328e+03,1.97864e-12
8517368906.0,1.047,2.98784e+00,5.71043e+03,1.95021e-12
8519810480.4,1.047,3.02985e+00,5.71304e+03,1.92206e-12
8522252054.7,1.048,3.07214e+00,5.72012e+03,1.89452e-12
8524693629.1,1.048,3.11522e+00,5.72280e+03,1.86725e-12
8527135203.4,1.048,3.15857e+00,5.72980e+03,1.84056e-12
8529576777.8,1.048,3.20273e+00,5.73256e+03,1.81415e-12
8532018352.1,1.049,3.24718e+00,5.73949e+03,1.78829e-12
8534459926.5,1.049,3.29244e+00,5.74232e+03,1.76270e-12
8536901500.8,1.049,3.33800e+00,5.74917e+03,1.73765e-12
8539343075.2,1.050,3.38439e+00,5.75207e+03,1.71285e-12
8541784649.5,1.050,3.43110e+00,5.75885e+03,1.68857e-12
8544226223.9,1.050,3.47864e+00,5.76183e+03,1.66454e-12
8546667798.2,1.051,3.52651e+00,5.76853e+03,1.64101e-12
8549109372.6,1.051,3.57523e+00,5.77159e+03,1.61772e-12
8551550946.9,1.051,3.62429e+00,5.77821e+03,1.59491e-12
8553992521.3,1.051,3.67421e+00,5.78134e+03,1.57234e-12
8556434095.6,1.052,3.72449e+00,5.78789e+03,1.55023e-12
8558875670.0,1.052,3.77564e+00,5.79109e+03,1.52836e-12
8561317244.3,1.052,3.82716e+00,5.79757e+03,1.50692e-12
8563758818.7,1.053,3.87957e+00,5.80085e+03,1.48572e-12
8566200393.0,1.053,3.93236e+00,5.80725e+03,1.46494e-12
8568641967.4,1.053,3.98605e+00,5.81060e+03,1.44438e-12
8571083541.7,1.054,4.04014e+00,5.81693e+03,1.42423e-12
8573525116.1,1.054,4.09513e+00,5.82034e+03,1.40430e-12
8575966690.4,1.054,4.15055e+00,5.82661e+03,1.38477e-12
8578408264.8,1.054,4.20688e+00,5.83009e+03,1.36545e-12
8580849839.2,1.055,4.26365e+00,5.83628e+03,1.34650e-12
8583291413.5,1.055,4.32135e+00,5.83983e+03,1.32776e-12
8585732987.9,1.055,4.37950e+00,5.84596e+03,1.30939e-12
8588174562.2,1.056,4.43860e+00,5.84958e+03,1.29122e-12
8590616136.6,1.056,4.49816e+00,5.85563e+03,1.27340e-12
8593057710.9,1.056,4.55868e+00,5.85931e+03,1.25578e-12
8595499285.3,1.057,4.61968e+00,5.86531e+03,1.23850e-12
8597940859.6,1.057,4.68165e+00,5.86905e+03,1.22141e-12
8600382434.0,1.057,4.74412e+00,5.87498e+03,1.20464e-12
8602824008.3,1.057,4.80758e+00,5.87879e+03,1.18806e-12
8605265582.7,1.058,4.87156e+00,5.88465e+03,1.17180e-12
8607707157.0,1.058,4.93652e+00,5.88852e+03,1.15572e-12
8610148731.4,1.058,5.00204e+00,5.89432e+03,1.13993e-12
8612590305.7,1.059,5.06855e+00,5.89825e+03,1.12434e-12
8615031880.1,1.059,5.13563e+00,5.90400e+03,1.10902e-12
8617473454.4,1.059,5.20372e+00,5.90797e+03,1.09389e-12
8619915028.8,1.060,5.27240e+00,5.91367e+03,1.07903e-12
8622356603.1,1.060,5.34211e+00,5.91770e+03,1.06435e-12
8624798177.5,1.060,5.41242e+00,5.92334e+03,1.04993e-12
8627239751.8,1.060,5.48376e+00,5.92742e+03,1.03568e-12
8629681326.2,1.061,5.55574e+00,5.93301e+03,1.02168e-12
8632122900.5,1.061,5.62877e+00,5.93715e+03,1.00786e-12
8634564474.9,1.061,5.70245e+00,5.94269e+03,9.94274e-13
8637006049.2,1.062,5.77719e+00,5.94687e+03,9.80856e-13
8639447623.6,1.062,5.85260e+00,5.95236e+03,9.67670e-13
8641889197.9,1.062,5.92909e+00,5.95659e+03,9.54647e-13
8644330772.3,1.063,6.00628e+00,5.96204e+03,9.41846e-13
8646772346.6,1.063,6.08455e+00,5.96632e+03,9.29205e-13
8649213921.0,1.063,6.16355e+00,5.97173e+03,9.16777e-13
8651655495.3,1.063,6.24365e+00,5.97605e+03,9.04506e-13
8654097069.7,1.064,6.32449e+00,5.98142e+03,8.92440e-13
8656538644.0,1.064,6.40645e+00,5.98579e+03,8.80526e-13
8658980218.4,1.064,6.48918e+00,5.99113e+03,8.68810e-13
8661421792.8,1.065,6.57303e+00,5.99554e+03,8.57243e-13
8663863367.1,1.065,6.65769e+00,6.00084e+03,8.45866e-13
8666304941.5,1.065,6.74348e+00,6.00529e+03,8.34634e-13
8668746515.8,1.066,6.83010e+00,6.01057e+03,8.23585e-13
8671188090.2,1.066,6.91787e+00,6.01506e+03,8.12678e-13
8673629664.5,1.066,7.00650e+00,6.02031e+03,8.01946e-13
8676071238.9,1.066,7.09629e+00,6.02485e+03,7.91353e-13
8678512813.2,1.067,7.18697e+00,6.03008e+03,7.80929e-13
8680954387.6,1.067,7.27882e+00,6.03465e+03,7.70641e-13
8683395961.9,1.067,7.37159e+00,6.03986e+03,7.60514e-13
8685837536.3,1.068,7.46555e+00,6.04448e+03,7.50520e-13
8688279110.6,1.068,7.56046e+00,6.04968e+03,7.40683e-13
8690720685.0,1.068,7.65657e+00,6.05434e+03,7.30974e-13
8693162259.3,1.069,7.75366e+00,6.05953e+03,7.21416e-13
8695603833.7,1.069,7.85197e+00,6.06423e+03,7.11983e-13
8698045408.0,1.069,7.95129e+00,6.06941e+03,7.02695e-13
8700486982.4,1.069,8.05184e+00,6.07416e+03,6.93530e-13
8702928556.7,1.070,8.15344e+00,6.07934e+03,6.84505e-13
8705370131.1,1.070,8.25629e+00,6.08413e+03,6.75598e-13
8707811705.4,1.070,8.36021e+00,6.08932e+03,6.66826e-13
8710253279.8,1.071,8.46540e+00,6.09416e+03,6.58171e-13
8712694854.1,1.071,8.57170e+00,6.09936e+03,6.49645e-13
8715136428.5,1.071,8.67929e+00,6.10424e+03,6.41232e-13
8717578002.8,1.072,8.78802e+00,6.10946e+03,6.32944e-13
8720019577.2,1.072,8.89806e+00,6.11440e+03,6.24766e-13
8722461151.5,1.072,9.00927e+00,6.11963e+03,6.16709e-13
8724902725.9,1.072,9.12182e+00,6.12462e+03,6.08759e-13
8727344300.2,1.073,9.23556e+00,6.12989e+03,6.00925e-13
8729785874.6,1.073,9.35067e+00,6.13494e+03,5.93195e-13
8732227448.9,1.073,9.46701e+00,6.14023e+03,5.85578e-13
8734669023.3,1.074,9.58474e+00,6.14534e+03,5.78062e-13
8737110597.6,1.074,9.70374e+00,6.15068e+03,5.70654e-13
8739552172.0,1.074,9.82414e+00,6.15585e+03,5.63345e-13
8741993746.4,1.075,9.94585e+00,6.16123e+03,5.56141e-13
8744435320.7,1.075,1.00690e+01,6.16648e+03,5.49032e-13
8746876895.1,1.075,1.01935e+01,6.17191e+03,5.42024e-13
8749318469.4,1.075,1.03194e+01,6.17723e+03,5.35110e-13
8751760043.8,1.076,1.04468e+01,6.18272e+03,5.28293e-13
8754201618.1,1.076,1.05756e+01,6.18812e+03,5.21567e-13
8756643192.5,1.076,1.07058e+01,6.19367e+03,5.14935e-13
8759084766.8,1.077,1.08376e+01,6.19915e+03,5.08391e-13
8761526341.2,1.077,1.09708e+01,6.20478e+03,5.01938e-13
8763967915.5,1.077,1.11056e+01,6.21035e+03,4.95571e-13
8766409489.9,1.078,1.12418e+01,6.21606e+03,4.89292e-13
8768851064.2,1.078,1.13796e+01,6.22172e+03,4.83096e-13
8771292638.6,1.078,1.15190e+01,6.22751e+03,4.76985e-13
8773734212.9,1.078,1.16600e+01,6.23327e+03,4.70956e-13
8776175787.3,1.079,1.18026e+01,6.23915e+03,4.65009e-13
8778617361.6,1.079,1.19468e+01,6.24502e+03,4.59140e-13
8781058936.0,1.079,1.20926e+01,6.25100e+03,4.53352e-13
8783500510.3,1.080,1.22401e+01,6.25698e+03,4.47640e-13
8785942084.7,1.080,1.23892e+01,6.26306e+03,4.42005e-13
8788383659.0,1.080,1.25401e+01,6.26915e+03,4.36445e-13
8790825233.4,1.081,1.26926e+01,6.27534e+03,4.30960e-13
8793266807.7,1.081,1.28469e+01,6.28155e+03,4.25547e-13
8795708382.1,1.081,1.30030e+01,6.28785e+03,4.20206e-13
8798149956.4,1.081,1.31608e+01,6.29418e+03,4.14937e-13
8800591530.8,1.082,1.33204e+01,6.30060e+03,4.09737e-13
8803033105.1,1.082,1.34819e+01,6.30706e+03,4.04606e-13
8805474679.5,1.082,1.36451e+01,6.31361e+03,3.99544e-13
8807916253.8,1.083,1.38102e+01,6.32019e+03,3.94548e-13
8810357828.2,1.083,1.39772e+01,6.32686e+03,3.89619e-13
8812799402.5,1.083,1.41461e+01,6.33358e+03,3.84754e-13
8815240976.9,1.084,1.43169e+01,6.34038e+03,3.79954e-13
8817682551.2,1.084,1.44896e+01,6.34723e+03,3.75217e-13
8820124125.6,1.084,1.46642e+01,6.35417e+03,3.70543e-13
8822565700.0,1.084,1.48409e+01,6.36115e+03,3.65930e-13
8825007274.3,1.085,1.50195e+01,6.36822e+03,3.61379e-13
8827448848.7,1.085,1.52001e+01,6.37534e+03,3.56887e-13
8829890423.0,1.085,1.53827e+01,6.38254e+03,3.52454e-13
8832331997.4,1.086,1.55674e+01,6.38979e+03,3.48080e-13
8834773571.7,1.086,1.57542e+01,6.39712e+03,3.43764e-13
8837215146.1,1.086,1.59431e+01,6.40452e+03,3.39504e-13
8839656720.4,1.087,1.61340e+01,6.41198e+03,3.35300e-13
8842098294.8,1.087,1.63271e+01,6.41950e+03,3.31152e-13
8844539869.1,1.087,1.65223e+01,6.42710e+03,3.27059e-13
8846981443.5,1.087,1.67197e+01,6.43476e+03,3.23019e-13
8849423017.8,1.088,1.69193e+01,6.44248e+03,3.19033e-13
8851864592.2,1.088,1.71210e+01,6.45027e+03,3.15100e-13
8854306166.5,1.088,1.73250e+01,6.45812e+03,3.11218e-13
8856747740.9,1.089,1.75312e+01,6.46602e+03,3.07388e-13
8859189315.2,1.089,1.77397e+01,6.47400e+03,3.03608e-13
8861630889.6,1.089,1.79504e+01,6.48203e+03,2.99878e-13
8864072463.9,1.090,1.81635e+01,6.49012e+03,2.96198e-13
8866514038.3,1.090,1.83788e+01,6.49827e+03,2.92566e-13
8868955612.6,1.090,1.85965e+01,6.50647e+03,2.88982e-13
8871397187.0,1.090,1.88165e+01,6.51473e+03,2.85446e-13
8873838761.3,1.091,1.90389e+01,6.52305e+03,2.81957e-13
8876280335.7,1.091,1.92637e+01,6.53141e+03,2.78514e-13
8878721910.0,1.091,1.94908e+01,6.53983e+03,2.75116e-13
8881163484.4,1.092,1.97204e+01,6.54830e+03,2.71764e-13
8883605058.7,1.092,1.99524e+01,6.55681e+03,2.68456e-13
8886046633.1,1.092,2.01868e+01,6.56537e+03,2.65193e-13
8888488207.4,1.093,2.04238e+01,6.57398e+03,2.61972e-13
8890929781.8,1.093,2.06632e+01,6.58264e+03,2.58795e-13
8893371356.1,1.093,2.09051e+01,6.59133e+03,2.55660e-13
8895812930.5,1.093,2.11495e+01,6.60007e+03,2.52566e-13
8898254504.8,1.094,2.13965e+01,6.60884e+03,2.49514e-13
8900696079.2,1.094,2.16460e+01,6.61766e+03,2.46502e-13
8903137653.6,1.094,2.18981e+01,6.62651e+03,2.43531e-13
8905579227.9,1.095,2.21528e+01,6.63539e+03,2.40599e-13
8908020802.3,1.095,2.24101e+01,6.64431e+03,2.37707e-13
8910462376.6,1.095,2.26700e+01,6.65326e+03,2.34853e-13
8912903951.0,1.096,2.29325e+01,6.66224e+03,2.32037e-13
8915345525.3,1.096,2.31977e+01,6.67126e+03,2.29258e-13
8917787099.7,1.096,2.34656e+01,6.68029e+03,2.26517e-13
8920228674.0,1.096,2.37362e+01,6.68936e+03,2.23813e-13
8922670248.4,1.097,2.40094e+01,6.69845e+03,2.21144e-13
8925111822.7,1.097,2.42855e+01,6.70756e+03,2.18511e-13
8927553397.1,1.097,2.45642e+01,6.71670e+03,2.15913e-13
8929994971.4,1.098,2.48457e+01,6.72586e+03,2.13350e-13
8932436545.8,1.098,2.51300e+01,6.73503e+03,2.10821e-13
8934878120.1,1.098,2.54171e+01,6.74423e+03,2.08326e-13
8937319694.5,1.099,2.57070e+01,6.75344e+03,2.05864e-13
8939761268.8,1.099,2.59997e+01,6.76267e+03,2.03435e-13
8942202843.2,1.099,2.62953e+01,6.77191e+03,2.01039e-13
8944644417.5,1.099,2.65938e+01,6.78117e+03,1.98674e-13
8947085991.9,1.100,2.68951e+01,6.79044e+03,1.96341e-13
8949527566.2,1.100,2.71994e+01,6.79972e+03,1.94038e-13
8951969140.6,1.100,2.75066e+01,6.80901e+03,1.91767e-13
8954410714.9,1.101,2.78167e+01,6.81831e+03,1.89525e-13
8956852289.3,1.101,2.81298e+01,6.82762e+03,1.87314e-13
8959293863.6,1.101,2.84458e+01,6.83694e+03,1.85132e-13
8961735438.0,1.102,2.87649e+01,6.84626e+03,1.82978e-13
8964177012.3,1.102,2.90870e+01,6.85559e+03,1.80854e-13
8966618586.7,1.102,2.94121e+01,6.86492e+03,1.78757e-13
8969060161.0,1.102,2.97403e+01,6.87426e+03,1.76688e-13
8971501735.4,1.103,3.00716e+01,6.88360e+03,1.74647e-13
8973943309.7,1.103,3.04059e+01,6.89295e+03,1.72632e-13
8976384884.1,1.103,3.07434e+01,6.90229e+03,1.70644e-13
8978826458.4,1.104,3.10840e+01,6.91164e+03,1.68683e-13
8981268032.8,1.104,3.14278e+01,6.92098e+03,1.66747e-13
8983709607.2,1.104,3.17748e+01,6.93033e+03,1.64836e-13
8986151181.5,1.105,3.21249e+01,6.93967e+03,1.62951e-13
8988592755.9,1.105,3.24783e+01,6.94902e+03,1.61091e-13
8991034330.2,1.105,3.28349e+01,6.95836e+03,1.59254e-13
8993475904.6,1.105,3.31948e+01,6.96769e+03,1.57442e-13
8995917478.9,1.106,3.35580e+01,6.97703e+03,1.55654e-13
8998359053.3,1.106,3.39244e+01,6.98636e+03,1.53889e-13
9000800627.6,1.106,3.42942e+01,6.99568e+03,1.52147e-13
9003242202.0,1.107,3.46673e+01,7.00500e+03,1.50428e-13
9005683776.3,1.107,3.50438e+01,7.01432e+03,1.48731e-13
9008125350.7,1.107,3.54237e+01,7.02363e+03,1.47056e-13
9010566925.0,1.108,3.58070e+01,7.03293e+03,1.45403e-13
9013008499.4,1.108,3.61938e+01,7.04223e+03,1.43772e-13
9015450073.7,1.108,3.65840e+01,7.05151e+03,1.42161e-13
9017891648.1,1.108,3.69776e+01,7.06079e+03,1.40572e-13
9020333222.4,1.109,3.73748e+01,7.07007e+03,1.39002e-13
9022774796.8,1.109,3.77755e+01,7.07933e+03,1.37454e-13
9025216371.1,1.109,3.81798e+01,7.08859e+03,1.35925e-13
9027657945.5,1.110,3.85876e+01,7.09783e+03,1.34415e-13
9030099519.8,1.110,3.89990e+01,7.10707e+03,1.32926e-13
9032541094.2,1.110,3.94140e+01,7.11630e+03,1.31455e-13
9034982668.5,1.111,3.98327e+01,7.12551e+03,1.30003e-13
9037424242.9,1.111,4.02550e+01,7.13472e+03,1.28569e-13
9039865817.2,1.111,4.06810e+01,7.14391e+03,1.27154e-13
9042307391.6,1.111,4.11107e+01,7.15310e+03,1.25757e-13
9044748965.9,1.112,4.15442e+01,7.16227e+03,1.24378e-13
9047190540.3,1.112,4.19814e+01,7.17144e+03,1.23016e-13
9049632114.6,1.112,4.24224e+01,7.18059e+03,1.21672e-13
9052073689.0,1.113,4.28671e+01,7.18973e+03,1.20344e-13
9054515263.3,1.113,4.33158e+01,7.19885e+03,1.19034e-13
9056956837.7,1.113,4.37683e+01,7.20797e+03,1.17740e-13
9059398412.0,1.114,4.42246e+01,7.21707e+03,1.16462e-13
9061839986.4,1.114,4.46849e+01,7.22616e+03,1.15200e-13
9064281560.8,1.114,4.51491e+01,7.23524e+03,1.13954e-13
9066723135.1,1.114,4.56172e+01,7.24430e+03,1.12724e-13
9069164709.5,1.115,4.60893e+01,7.25335e+03,1.11509e-13
9071606283.8,1.115,4.65655e+01,7.26239e+03,1.10310e-13
9074047858.2,1.115,4.70456e+01,7.27141e+03,1.09125e-13
9076489432.5,1.116,4.75299e+01,7.28042e+03,1.07955e-13
9078931006.9,1.116,4.80181e+01,7.28941e+03,1.06800e-13
9081372581.2,1.116,4.85106e+01,7.29839e+03,1.05659e-13
9083814155.6,1.117,4.90071e+01,7.30736e+03,1.04532e-13
9086255729.9,1.117,4.95078e+01,7.31631e+03,1.03420e-13
9088697304.3,1.117,5.00127e+01,7.32525e+03,1.02321e-13
9091138878.6,1.117,5.05218e+01,7.33417e+03,1.01235e-13
9093580453.0,1.118,5.10351e+01,7.34308e+03,1.00163e-13
9096022027.3,1.118,5.15527e+01,7.35197e+03,9.91042e-14
9098463601.7,1.118,5.20746e+01,7.36085e+03,9.80584e-14
9100905176.0,1.119,5.26008e+01,7.36971e+03,9.70253e-14
9103346750.4,1.119,5.31313e+01,7.37856e+03,9.60050e-14
9105788324.7,1.119,5.36662e+01,7.38739e+03,9.49971e-14
9108229899.1,1.120,5.42056e+01,7.39621e+03,9.40015e-14
9110671473.4,1.120,5.47493e+01,7.40501e+03,9.30180e-14
9113113047.8,1.120,5.52975e+01,7.41379e+03,9.20465e-14
9115554622.1,1.120,5.58502e+01,7.42256e+03,9.10868e-14
9117996196.5,1.121,5.64074e+01,7.43131e+03,9.01388e-14
9120437770.8,1.121,5.69691e+01,7.44004e+03,8.92022e-14
9122879345.2,1.121,5.75354e+01,7.44876e+03,8.82770e-14
9125320919.5,1.122,5.81063e+01,7.45746e+03,8.73629e-14
9127762493.9,1.122,5.86818e+01,7.46615e+03,8.64598e-14
9130204068.2,1.122,5.92619e+01,7.47482e+03,8.55676e-14
9132645642.6,1.123,5.98468e+01,7.48347e+03,8.46862e-14
9135087216.9,1.123,6.04363e+01,7.49210e+03,8.38153e-14
9137528791.3,1.123,6.10306e+01,7.50072e+03,8.29548e-14
9139970365.6,1.123,6.16296e+01,7.50932e+03,8.21046e-14
9142411940.0,1.124,6.22334e+01,7.51790e+03,8.12645e-14
9144853514.4,1.124,6.28421e+01,7.52647e+03,8.04345e-14
9147295088.7,1.124,6.34556e+01,7.53501e+03,7.96143e-14
9149736663.1,1.125,6.40739e+01,7.54354e+03,7.88039e-14
9152178237.4,1.125,6.46972e+01,7.55206e+03,7.80031e-14
9154619811.8,1.125,6.53254e+01,7.56055e+03,7.72117e-14
9157061386.1,1.126,6.59586e+01,7.56903e+03,7.64298e-14
9159502960.5,1.126,6.65968e+01,7.57748e+03,7.56570e-14
9161944534.8,1.126,6.72400e+01,7.58592e+03,7.48933e-14
9164386109.2,1.126,6.78883e+01,7.59435e+03,7.41387e-14
9166827683.5,1.127,6.85416e+01,7.60275e+03,7.33928e-14
9169269257.9,1.127,6.92001e+01,7.61113e+03,7.26558e-14
9171710832.2,1.127,6.98637e+01,7.61950e+03,7.19273e-14
9174152406.6,1.128,7.05325e+01,7.62785e+03,7.12074e-14
9176593980.9,1.128,7.12065e+01,7.63617e+03,7.04958e-14
9179035555.3,1.128,7.18858e+01,7.64448e+03,6.97926e-14
9181477129.6,1.129,7.25703e+01,7.65277e+03,6.90975e-14
9183918704.0,1.129,7.32601e+01,7.66105e+03,6.84105e-14
9186360278.3,1.129,7.39552e+01,7.66930e+03,6.77314e-14
9188801852.7,1.129,7.46558e+01,7.67753e+03,6.70603e-14
9191243427.0,1.130,7.53617e+01,7.68574e+03,6.63968e-14
9193685001.4,1.130,7.60730e+01,7.69394e+03,6.57410e-14
9196126575.7,1.130,7.67898e+01,7.70211e+03,6.50928e-14
9198568150.1,1.131,7.75120e+01,7.71027e+03,6.44520e-14
9201009724.4,1.131,7.82398e+01,7.71840e+03,6.38186e-14
9203451298.8,1.131,7.89732e+01,7.72652e+03,6.31925e-14
9205892873.1,1.132,7.97121e+01,7.73461e+03,6.25735e-14
9208334447.5,1.132,8.04567e+01,7.74269e+03,6.19615e-14
9210776021.8,1.132,8.12068e+01,7.75075e+03,6.13566e-14
9213217596.2,1.132,8.19627e+01,7.75878e+03,6.07585e-14
9215659170.5,1.133,8.27243e+01,7.76680e+03,6.01673e-14
9218100744.9,1.133,8.34917e+01,7.77479e+03,5.95827e-14
9220542319.2,1.133,8.42648e+01,7.78277e+03,5.90048e-14
9222983893.6,1.134,8.50437e+01,7.79072e+03,5.84334e-14
9225425467.9,1.134,8.58285e+01,7.79866e+03,5.78685e-14
9227867042.3,1.134,8.66191e+01,7.80657e+03,5.73099e-14
9230308616.7,1.135,8.74157e+01,7.81446e+03,5.67576e-14
9232750191.0,1.135,8.82182e+01,7.82233e+03,5.62116e-14
9235191765.4,1.135,8.90267e+01,7.83019e+03,5.56716e-14
9237633339.7,1.135,8.98412e+01,7.83802e+03,5.51378e-14
9240074914.1,1.136,9.06618e+01,7.84583e+03,5.46098e-14
9242516488.4,1.136,9.14884e+01,7.85361e+03,5.40878e-14
9244958062.8,1.136,9.23212e+01,7.86138e+03,5.35716e-14
9247399637.1,1.137,9.31601e+01,7.86913e+03,5.30612e-14
9249841211.5,1.137,9.40051e+01,7.87685e+03,5.25564e-14
9252282785.8,1.137,9.48565e+01,7.88456e+03,5.20573e-14
9254724360.2,1.138,9.57140e+01,7.89224e+03,5.15636e-14
9257165934.5,1.138,9.65779e+01,7.89990e+03,5.10755e-14
9259607508.9,1.138,9.74480e+01,7.90754e+03,5.05927e-14
9262049083.2,1.138,9.83246e+01,7.91516e+03,5.01153e-14
9264490657.6,1.139,9.92075e+01,7.92276e+03,4.96431e-14
9266932231.9,1.139,1.00097e+02,7.93034e+03,4.91761e-14
9269373806.3,1.139,1.00993e+02,7.93789e+03,4.87142e-14
9271815380.6,1.140,1.01895e+02,7.94542e+03,4.82574e-14
9274256955.0,1.140,1.02804e+02,7.95294e+03,4.78056e-14
9276698529.3,1.140,1.03719e+02,7.96043e+03,4.73587e-14
9279140103.7,1.141,1.04641e+02,7.96789e+03,4.69167e-14
9281581678.0,1.141,1.05570e+02,7.97534e+03,4.64795e-14
9284023252.4,1.141,1.06505e+02,7.98277e+03,4.60471e-14
9286464826.7,1.141,1.07447e+02,7.99017e+03,4.56193e-14
9288906401.1,1.142,1.08396e+02,7.99755e+03,4.51962e-14
